manifest_index,task_id,task_group,prompt_id,oracle_length,length_bucket,frozen_controller_test_row,frozen_controller_test_exclusion_flag,source_dataset,model
443,SingleLineInfilling/HumanEval/95/L21,HumanEval/95,L21,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
444,SingleLineInfilling/HumanEval/96/L0,HumanEval/96,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
445,SingleLineInfilling/HumanEval/96/L1,HumanEval/96,L1,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
446,SingleLineInfilling/HumanEval/96/L2,HumanEval/96,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
447,SingleLineInfilling/HumanEval/96/L3,HumanEval/96,L3,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
448,SingleLineInfilling/HumanEval/96/L4,HumanEval/96,L4,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
449,SingleLineInfilling/HumanEval/96/L5,HumanEval/96,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
450,SingleLineInfilling/HumanEval/96/L6,HumanEval/96,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
451,SingleLineInfilling/HumanEval/96/L7,HumanEval/96,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
452,SingleLineInfilling/HumanEval/96/L8,HumanEval/96,L8,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
453,SingleLineInfilling/HumanEval/96/L9,HumanEval/96,L9,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
454,SingleLineInfilling/HumanEval/97/L0,HumanEval/97,L0,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
455,SingleLineInfilling/HumanEval/99/L0,HumanEval/99,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
456,SingleLineInfilling/HumanEval/99/L2,HumanEval/99,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
457,SingleLineInfilling/HumanEval/99/L3,HumanEval/99,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
458,SingleLineInfilling/HumanEval/99/L4,HumanEval/99,L4,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
459,SingleLineInfilling/HumanEval/99/L5,HumanEval/99,L5,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
460,SingleLineInfilling/HumanEval/99/L7,HumanEval/99,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
461,SingleLineInfilling/HumanEval/99/L8,HumanEval/99,L8,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
462,SingleLineInfilling/HumanEval/99/L9,HumanEval/99,L9,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
463,SingleLineInfilling/HumanEval/99/L10,HumanEval/99,L10,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
464,SingleLineInfilling/HumanEval/99/L11,HumanEval/99,L11,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
465,SingleLineInfilling/HumanEval/99/L12,HumanEval/99,L12,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
466,SingleLineInfilling/HumanEval/99/L13,HumanEval/99,L13,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
467,SingleLineInfilling/HumanEval/99/L14,HumanEval/99,L14,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
468,SingleLineInfilling/HumanEval/99/L15,HumanEval/99,L15,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
469,SingleLineInfilling/HumanEval/99/L16,HumanEval/99,L16,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
470,SingleLineInfilling/HumanEval/99/L18,HumanEval/99,L18,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
471,SingleLineInfilling/HumanEval/100/L0,HumanEval/100,L0,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
472,SingleLineInfilling/HumanEval/101/L0,HumanEval/101,L0,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
473,SingleLineInfilling/HumanEval/101/L1,HumanEval/101,L1,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
474,SingleLineInfilling/HumanEval/101/L3,HumanEval/101,L3,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
475,SingleLineInfilling/HumanEval/101/L5,HumanEval/101,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
476,SingleLineInfilling/HumanEval/101/L6,HumanEval/101,L6,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
477,SingleLineInfilling/HumanEval/101/L7,HumanEval/101,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
478,SingleLineInfilling/HumanEval/101/L8,HumanEval/101,L8,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
479,SingleLineInfilling/HumanEval/101/L9,HumanEval/101,L9,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
480,SingleLineInfilling/HumanEval/101/L11,HumanEval/101,L11,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
481,SingleLineInfilling/HumanEval/101/L12,HumanEval/101,L12,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
482,SingleLineInfilling/HumanEval/102/L0,HumanEval/102,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
483,SingleLineInfilling/HumanEval/102/L1,HumanEval/102,L1,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
484,SingleLineInfilling/HumanEval/102/L2,HumanEval/102,L2,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
485,SingleLineInfilling/HumanEval/102/L3,HumanEval/102,L3,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
486,SingleLineInfilling/HumanEval/102/L4,HumanEval/102,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
487,SingleLineInfilling/HumanEval/102/L5,HumanEval/102,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
488,SingleLineInfilling/HumanEval/102/L6,HumanEval/102,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
489,SingleLineInfilling/HumanEval/103/L0,HumanEval/103,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
490,SingleLineInfilling/HumanEval/103/L1,HumanEval/103,L1,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
491,SingleLineInfilling/HumanEval/103/L2,HumanEval/103,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
492,SingleLineInfilling/HumanEval/103/L3,HumanEval/103,L3,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
493,SingleLineInfilling/HumanEval/103/L4,HumanEval/103,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
494,SingleLineInfilling/HumanEval/103/L5,HumanEval/103,L5,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
495,SingleLineInfilling/HumanEval/104/L0,HumanEval/104,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
496,SingleLineInfilling/HumanEval/104/L1,HumanEval/104,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
497,SingleLineInfilling/HumanEval/104/L2,HumanEval/104,L2,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
498,SingleLineInfilling/HumanEval/104/L3,HumanEval/104,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
499,SingleLineInfilling/HumanEval/104/L4,HumanEval/104,L4,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
500,SingleLineInfilling/HumanEval/105/L0,HumanEval/105,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
501,SingleLineInfilling/HumanEval/105/L1,HumanEval/105,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
502,SingleLineInfilling/HumanEval/105/L2,HumanEval/105,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
503,SingleLineInfilling/HumanEval/105/L3,HumanEval/105,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
504,SingleLineInfilling/HumanEval/105/L4,HumanEval/105,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
505,SingleLineInfilling/HumanEval/105/L5,HumanEval/105,L5,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
506,SingleLineInfilling/HumanEval/105/L6,HumanEval/105,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
507,SingleLineInfilling/HumanEval/105/L7,HumanEval/105,L7,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
508,SingleLineInfilling/HumanEval/105/L8,HumanEval/105,L8,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
509,SingleLineInfilling/HumanEval/105/L9,HumanEval/105,L9,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
510,SingleLineInfilling/HumanEval/105/L10,HumanEval/105,L10,2,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
511,SingleLineInfilling/HumanEval/105/L11,HumanEval/105,L11,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
512,SingleLineInfilling/HumanEval/105/L12,HumanEval/105,L12,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
513,SingleLineInfilling/HumanEval/105/L13,HumanEval/105,L13,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
514,SingleLineInfilling/HumanEval/105/L14,HumanEval/105,L14,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
515,SingleLineInfilling/HumanEval/105/L15,HumanEval/105,L15,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
516,SingleLineInfilling/HumanEval/105/L16,HumanEval/105,L16,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
517,SingleLineInfilling/HumanEval/105/L17,HumanEval/105,L17,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
518,SingleLineInfilling/HumanEval/105/L18,HumanEval/105,L18,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
519,SingleLineInfilling/HumanEval/106/L0,HumanEval/106,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
520,SingleLineInfilling/HumanEval/106/L1,HumanEval/106,L1,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
521,SingleLineInfilling/HumanEval/106/L2,HumanEval/106,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
522,SingleLineInfilling/HumanEval/106/L3,HumanEval/106,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
523,SingleLineInfilling/HumanEval/106/L4,HumanEval/106,L4,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
524,SingleLineInfilling/HumanEval/106/L5,HumanEval/106,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
525,SingleLineInfilling/HumanEval/106/L6,HumanEval/106,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
526,SingleLineInfilling/HumanEval/106/L7,HumanEval/106,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
527,SingleLineInfilling/HumanEval/106/L8,HumanEval/106,L8,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
528,SingleLineInfilling/HumanEval/106/L9,HumanEval/106,L9,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
529,SingleLineInfilling/HumanEval/106/L10,HumanEval/106,L10,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
530,SingleLineInfilling/HumanEval/107/L0,HumanEval/107,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
531,SingleLineInfilling/HumanEval/107/L1,HumanEval/107,L1,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
532,SingleLineInfilling/HumanEval/107/L3,HumanEval/107,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
533,SingleLineInfilling/HumanEval/107/L4,HumanEval/107,L4,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
534,SingleLineInfilling/HumanEval/107/L6,HumanEval/107,L6,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
535,SingleLineInfilling/HumanEval/107/L7,HumanEval/107,L7,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
536,SingleLineInfilling/HumanEval/107/L8,HumanEval/107,L8,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
537,SingleLineInfilling/HumanEval/107/L9,HumanEval/107,L9,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
538,SingleLineInfilling/HumanEval/107/L10,HumanEval/107,L10,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
539,SingleLineInfilling/HumanEval/107/L11,HumanEval/107,L11,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
540,SingleLineInfilling/HumanEval/108/L0,HumanEval/108,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
541,SingleLineInfilling/HumanEval/108/L1,HumanEval/108,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
542,SingleLineInfilling/HumanEval/108/L2,HumanEval/108,L2,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
543,SingleLineInfilling/HumanEval/108/L3,HumanEval/108,L3,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
544,SingleLineInfilling/HumanEval/108/L4,HumanEval/108,L4,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
545,SingleLineInfilling/HumanEval/108/L5,HumanEval/108,L5,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
546,SingleLineInfilling/HumanEval/108/L6,HumanEval/108,L6,23,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
547,SingleLineInfilling/HumanEval/109/L0,HumanEval/109,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
548,SingleLineInfilling/HumanEval/109/L1,HumanEval/109,L1,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
549,SingleLineInfilling/HumanEval/109/L2,HumanEval/109,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
550,SingleLineInfilling/HumanEval/109/L3,HumanEval/109,L3,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
551,SingleLineInfilling/HumanEval/109/L5,HumanEval/109,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
552,SingleLineInfilling/HumanEval/109/L6,HumanEval/109,L6,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
553,SingleLineInfilling/HumanEval/109/L7,HumanEval/109,L7,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
554,SingleLineInfilling/HumanEval/109/L8,HumanEval/109,L8,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
555,SingleLineInfilling/HumanEval/109/L9,HumanEval/109,L9,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
556,SingleLineInfilling/HumanEval/109/L10,HumanEval/109,L10,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
557,SingleLineInfilling/HumanEval/109/L11,HumanEval/109,L11,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
558,SingleLineInfilling/HumanEval/110/L0,HumanEval/110,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
559,SingleLineInfilling/HumanEval/110/L1,HumanEval/110,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
560,SingleLineInfilling/HumanEval/110/L2,HumanEval/110,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
561,SingleLineInfilling/HumanEval/110/L3,HumanEval/110,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
562,SingleLineInfilling/HumanEval/110/L4,HumanEval/110,L4,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
563,SingleLineInfilling/HumanEval/110/L5,HumanEval/110,L5,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
564,SingleLineInfilling/HumanEval/110/L6,HumanEval/110,L6,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
565,SingleLineInfilling/HumanEval/110/L7,HumanEval/110,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
566,SingleLineInfilling/HumanEval/110/L8,HumanEval/110,L8,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
567,SingleLineInfilling/HumanEval/110/L9,HumanEval/110,L9,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
568,SingleLineInfilling/HumanEval/110/L10,HumanEval/110,L10,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
569,SingleLineInfilling/HumanEval/111/L0,HumanEval/111,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
570,SingleLineInfilling/HumanEval/111/L1,HumanEval/111,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
571,SingleLineInfilling/HumanEval/111/L2,HumanEval/111,L2,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
572,SingleLineInfilling/HumanEval/111/L4,HumanEval/111,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
573,SingleLineInfilling/HumanEval/111/L5,HumanEval/111,L5,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
574,SingleLineInfilling/HumanEval/111/L6,HumanEval/111,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
575,SingleLineInfilling/HumanEval/111/L7,HumanEval/111,L7,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
576,SingleLineInfilling/HumanEval/111/L8,HumanEval/111,L8,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
577,SingleLineInfilling/HumanEval/111/L9,HumanEval/111,L9,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
578,SingleLineInfilling/HumanEval/111/L11,HumanEval/111,L11,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
579,SingleLineInfilling/HumanEval/111/L12,HumanEval/111,L12,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
580,SingleLineInfilling/HumanEval/112/L0,HumanEval/112,L0,17,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
581,SingleLineInfilling/HumanEval/112/L1,HumanEval/112,L1,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
582,SingleLineInfilling/HumanEval/113/L0,HumanEval/113,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
583,SingleLineInfilling/HumanEval/113/L1,HumanEval/113,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
584,SingleLineInfilling/HumanEval/113/L2,HumanEval/113,L2,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
585,SingleLineInfilling/HumanEval/113/L3,HumanEval/113,L3,40,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
586,SingleLineInfilling/HumanEval/113/L4,HumanEval/113,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
587,SingleLineInfilling/HumanEval/114/L0,HumanEval/114,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
588,SingleLineInfilling/HumanEval/114/L1,HumanEval/114,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
589,SingleLineInfilling/HumanEval/114/L2,HumanEval/114,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
590,SingleLineInfilling/HumanEval/114/L3,HumanEval/114,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
