manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
4975,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L0_L10,L0_L10,5711,HumanEval/161,368,211,59,117,78,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",78,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5711:MultiLineInfilling/HumanEval/161/L0_L10,all_official_rows_except_frozen_controller_test_groups
4976,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L0_L11,L0_L11,5712,HumanEval/161,368,228,42,117,87,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",87,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5712:MultiLineInfilling/HumanEval/161/L0_L11,all_official_rows_except_frozen_controller_test_groups
4977,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L0_L12,L0_L12,5713,HumanEval/161,368,257,13,117,97,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",97,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5713:MultiLineInfilling/HumanEval/161/L0_L12,all_official_rows_except_frozen_controller_test_groups
4978,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L0_L13,L0_L13,5714,HumanEval/161,368,270,0,117,101,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",101,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5714:MultiLineInfilling/HumanEval/161/L0_L13,all_official_rows_except_frozen_controller_test_groups
4979,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L1,L1_L1,5715,HumanEval/161,379,12,246,123,6,88,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",6,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5715:MultiLineInfilling/HumanEval/161/L1_L1,all_official_rows_except_frozen_controller_test_groups
4980,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L2,L1_L2,5716,HumanEval/161,379,34,224,123,14,80,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5716:MultiLineInfilling/HumanEval/161/L1_L2,all_official_rows_except_frozen_controller_test_groups
4981,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L3,L1_L3,5717,HumanEval/161,379,50,208,123,21,73,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5717:MultiLineInfilling/HumanEval/161/L1_L3,all_official_rows_except_frozen_controller_test_groups
4982,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L4,L1_L4,5718,HumanEval/161,379,74,184,123,28,66,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5718:MultiLineInfilling/HumanEval/161/L1_L4,all_official_rows_except_frozen_controller_test_groups
4983,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L5,L1_L5,5719,HumanEval/161,379,114,144,123,40,54,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",40,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5719:MultiLineInfilling/HumanEval/161/L1_L5,all_official_rows_except_frozen_controller_test_groups
4984,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L6,L1_L6,5720,HumanEval/161,379,134,124,123,47,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5720:MultiLineInfilling/HumanEval/161/L1_L6,all_official_rows_except_frozen_controller_test_groups
4985,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L7,L1_L7,5721,HumanEval/161,379,151,107,123,53,41,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",53,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5721:MultiLineInfilling/HumanEval/161/L1_L7,all_official_rows_except_frozen_controller_test_groups
4986,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L8,L1_L8,5722,HumanEval/161,379,162,96,123,58,36,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",58,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5722:MultiLineInfilling/HumanEval/161/L1_L8,all_official_rows_except_frozen_controller_test_groups
4987,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L9,L1_L9,5723,HumanEval/161,379,184,74,123,66,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",66,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5723:MultiLineInfilling/HumanEval/161/L1_L9,all_official_rows_except_frozen_controller_test_groups
4988,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L10,L1_L10,5724,HumanEval/161,379,199,59,123,71,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",71,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5724:MultiLineInfilling/HumanEval/161/L1_L10,all_official_rows_except_frozen_controller_test_groups
4989,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L11,L1_L11,5725,HumanEval/161,379,216,42,123,80,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",80,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5725:MultiLineInfilling/HumanEval/161/L1_L11,all_official_rows_except_frozen_controller_test_groups
4990,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L12,L1_L12,5726,HumanEval/161,379,245,13,123,90,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",90,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5726:MultiLineInfilling/HumanEval/161/L1_L12,all_official_rows_except_frozen_controller_test_groups
4991,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L1_L13,L1_L13,5727,HumanEval/161,379,258,0,123,94,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",94,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5727:MultiLineInfilling/HumanEval/161/L1_L13,all_official_rows_except_frozen_controller_test_groups
4992,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L2,L2_L2,5728,HumanEval/161,391,22,224,129,8,80,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5728:MultiLineInfilling/HumanEval/161/L2_L2,all_official_rows_except_frozen_controller_test_groups
4993,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L3,L2_L3,5729,HumanEval/161,391,38,208,129,15,73,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",15,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5729:MultiLineInfilling/HumanEval/161/L2_L3,all_official_rows_except_frozen_controller_test_groups
4994,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L4,L2_L4,5730,HumanEval/161,391,62,184,129,22,66,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",22,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5730:MultiLineInfilling/HumanEval/161/L2_L4,all_official_rows_except_frozen_controller_test_groups
4995,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L5,L2_L5,5731,HumanEval/161,391,102,144,129,34,54,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",34,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5731:MultiLineInfilling/HumanEval/161/L2_L5,all_official_rows_except_frozen_controller_test_groups
4996,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L6,L2_L6,5732,HumanEval/161,391,122,124,129,41,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",41,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5732:MultiLineInfilling/HumanEval/161/L2_L6,all_official_rows_except_frozen_controller_test_groups
4997,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L7,L2_L7,5733,HumanEval/161,391,139,107,129,47,41,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5733:MultiLineInfilling/HumanEval/161/L2_L7,all_official_rows_except_frozen_controller_test_groups
4998,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L8,L2_L8,5734,HumanEval/161,391,150,96,129,52,36,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5734:MultiLineInfilling/HumanEval/161/L2_L8,all_official_rows_except_frozen_controller_test_groups
4999,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L9,L2_L9,5735,HumanEval/161,391,172,74,129,60,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",60,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5735:MultiLineInfilling/HumanEval/161/L2_L9,all_official_rows_except_frozen_controller_test_groups
5000,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L10,L2_L10,5736,HumanEval/161,391,187,59,129,65,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",65,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5736:MultiLineInfilling/HumanEval/161/L2_L10,all_official_rows_except_frozen_controller_test_groups
5001,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L11,L2_L11,5737,HumanEval/161,391,204,42,129,74,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",74,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5737:MultiLineInfilling/HumanEval/161/L2_L11,all_official_rows_except_frozen_controller_test_groups
5002,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L12,L2_L12,5738,HumanEval/161,391,233,13,129,84,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",84,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5738:MultiLineInfilling/HumanEval/161/L2_L12,all_official_rows_except_frozen_controller_test_groups
5003,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L2_L13,L2_L13,5739,HumanEval/161,391,246,0,129,88,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",88,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5739:MultiLineInfilling/HumanEval/161/L2_L13,all_official_rows_except_frozen_controller_test_groups
5004,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L3,L3_L3,5740,HumanEval/161,413,16,208,137,7,73,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5740:MultiLineInfilling/HumanEval/161/L3_L3,all_official_rows_except_frozen_controller_test_groups
5005,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L4,L3_L4,5741,HumanEval/161,413,40,184,137,14,66,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5741:MultiLineInfilling/HumanEval/161/L3_L4,all_official_rows_except_frozen_controller_test_groups
5006,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L5,L3_L5,5742,HumanEval/161,413,80,144,137,26,54,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",26,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5742:MultiLineInfilling/HumanEval/161/L3_L5,all_official_rows_except_frozen_controller_test_groups
5007,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L6,L3_L6,5743,HumanEval/161,413,100,124,137,33,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",33,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5743:MultiLineInfilling/HumanEval/161/L3_L6,all_official_rows_except_frozen_controller_test_groups
5008,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L7,L3_L7,5744,HumanEval/161,413,117,107,137,39,41,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",39,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5744:MultiLineInfilling/HumanEval/161/L3_L7,all_official_rows_except_frozen_controller_test_groups
5009,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L8,L3_L8,5745,HumanEval/161,413,128,96,137,44,36,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",44,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5745:MultiLineInfilling/HumanEval/161/L3_L8,all_official_rows_except_frozen_controller_test_groups
5010,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L9,L3_L9,5746,HumanEval/161,413,150,74,137,52,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5746:MultiLineInfilling/HumanEval/161/L3_L9,all_official_rows_except_frozen_controller_test_groups
5011,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L10,L3_L10,5747,HumanEval/161,413,165,59,137,57,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",57,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5747:MultiLineInfilling/HumanEval/161/L3_L10,all_official_rows_except_frozen_controller_test_groups
5012,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L11,L3_L11,5748,HumanEval/161,413,182,42,137,66,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",66,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5748:MultiLineInfilling/HumanEval/161/L3_L11,all_official_rows_except_frozen_controller_test_groups
5013,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L12,L3_L12,5749,HumanEval/161,413,211,13,137,76,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",76,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5749:MultiLineInfilling/HumanEval/161/L3_L12,all_official_rows_except_frozen_controller_test_groups
5014,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L3_L13,L3_L13,5750,HumanEval/161,413,224,0,137,80,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",80,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5750:MultiLineInfilling/HumanEval/161/L3_L13,all_official_rows_except_frozen_controller_test_groups
5015,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L4,L4_L4,5751,HumanEval/161,429,24,184,144,7,66,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5751:MultiLineInfilling/HumanEval/161/L4_L4,all_official_rows_except_frozen_controller_test_groups
5016,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L5,L4_L5,5752,HumanEval/161,429,64,144,144,19,54,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5752:MultiLineInfilling/HumanEval/161/L4_L5,all_official_rows_except_frozen_controller_test_groups
5017,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L6,L4_L6,5753,HumanEval/161,429,84,124,144,26,47,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",26,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5753:MultiLineInfilling/HumanEval/161/L4_L6,all_official_rows_except_frozen_controller_test_groups
5018,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L7,L4_L7,5754,HumanEval/161,429,101,107,144,32,41,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",32,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5754:MultiLineInfilling/HumanEval/161/L4_L7,all_official_rows_except_frozen_controller_test_groups
5019,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L8,L4_L8,5755,HumanEval/161,429,112,96,144,37,36,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",37,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5755:MultiLineInfilling/HumanEval/161/L4_L8,all_official_rows_except_frozen_controller_test_groups
5020,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L9,L4_L9,5756,HumanEval/161,429,134,74,144,45,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",45,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5756:MultiLineInfilling/HumanEval/161/L4_L9,all_official_rows_except_frozen_controller_test_groups
5021,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L10,L4_L10,5757,HumanEval/161,429,149,59,144,50,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",50,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5757:MultiLineInfilling/HumanEval/161/L4_L10,all_official_rows_except_frozen_controller_test_groups
5022,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L11,L4_L11,5758,HumanEval/161,429,166,42,144,59,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",59,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5758:MultiLineInfilling/HumanEval/161/L4_L11,all_official_rows_except_frozen_controller_test_groups
5023,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L12,L4_L12,5759,HumanEval/161,429,195,13,144,69,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",69,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5759:MultiLineInfilling/HumanEval/161/L4_L12,all_official_rows_except_frozen_controller_test_groups
5024,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L4_L13,L4_L13,5760,HumanEval/161,429,208,0,144,73,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",73,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5760:MultiLineInfilling/HumanEval/161/L4_L13,all_official_rows_except_frozen_controller_test_groups
5025,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L5,L5_L5,5761,HumanEval/161,453,40,144,151,12,54,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",12,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5761:MultiLineInfilling/HumanEval/161/L5_L5,all_official_rows_except_frozen_controller_test_groups
5026,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L6,L5_L6,5762,HumanEval/161,453,60,124,151,19,47,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",19,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5762:MultiLineInfilling/HumanEval/161/L5_L6,all_official_rows_except_frozen_controller_test_groups
5027,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L7,L5_L7,5763,HumanEval/161,453,77,107,151,25,41,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",25,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5763:MultiLineInfilling/HumanEval/161/L5_L7,all_official_rows_except_frozen_controller_test_groups
5028,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L8,L5_L8,5764,HumanEval/161,453,88,96,151,30,36,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",30,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5764:MultiLineInfilling/HumanEval/161/L5_L8,all_official_rows_except_frozen_controller_test_groups
5029,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L9,L5_L9,5765,HumanEval/161,453,110,74,151,38,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",38,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5765:MultiLineInfilling/HumanEval/161/L5_L9,all_official_rows_except_frozen_controller_test_groups
5030,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L10,L5_L10,5766,HumanEval/161,453,125,59,151,43,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5766:MultiLineInfilling/HumanEval/161/L5_L10,all_official_rows_except_frozen_controller_test_groups
5031,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L11,L5_L11,5767,HumanEval/161,453,142,42,151,52,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5767:MultiLineInfilling/HumanEval/161/L5_L11,all_official_rows_except_frozen_controller_test_groups
5032,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L12,L5_L12,5768,HumanEval/161,453,171,13,151,62,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",62,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5768:MultiLineInfilling/HumanEval/161/L5_L12,all_official_rows_except_frozen_controller_test_groups
5033,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L5_L13,L5_L13,5769,HumanEval/161,453,184,0,151,66,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",66,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5769:MultiLineInfilling/HumanEval/161/L5_L13,all_official_rows_except_frozen_controller_test_groups
5034,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L6,L6_L6,5770,HumanEval/161,493,20,124,163,7,47,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5770:MultiLineInfilling/HumanEval/161/L6_L6,all_official_rows_except_frozen_controller_test_groups
5035,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L7,L6_L7,5771,HumanEval/161,493,37,107,163,13,41,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",13,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5771:MultiLineInfilling/HumanEval/161/L6_L7,all_official_rows_except_frozen_controller_test_groups
5036,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L8,L6_L8,5772,HumanEval/161,493,48,96,163,18,36,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",18,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5772:MultiLineInfilling/HumanEval/161/L6_L8,all_official_rows_except_frozen_controller_test_groups
5037,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L9,L6_L9,5773,HumanEval/161,493,70,74,163,26,28,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",26,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5773:MultiLineInfilling/HumanEval/161/L6_L9,all_official_rows_except_frozen_controller_test_groups
5038,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L10,L6_L10,5774,HumanEval/161,493,85,59,163,31,23,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",31,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5774:MultiLineInfilling/HumanEval/161/L6_L10,all_official_rows_except_frozen_controller_test_groups
5039,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L11,L6_L11,5775,HumanEval/161,493,102,42,163,40,14,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",40,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5775:MultiLineInfilling/HumanEval/161/L6_L11,all_official_rows_except_frozen_controller_test_groups
5040,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/161/L6_L12,L6_L12,5776,HumanEval/161,493,131,13,163,50,4,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",50,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:5776:MultiLineInfilling/HumanEval/161/L6_L12,all_official_rows_except_frozen_controller_test_groups
