task_id,outcome,oracle_len,oracle_bucket,base_passed,candidate_passed,base_selected_len,candidate_selected_len,base_final_source,candidate_final_source
SingleLineInfilling/HumanEval/81/L25,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L26,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L27,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L28,both_pass,4,<=8,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L29,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L3,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/81/L30,both_pass,6,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/81/L4,both_pass,11,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L5,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/81/L6,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L7,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/81/L8,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/81/L9,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/82/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/82/L1,both_fail,13,13-16,False,False,6,6,base,base
SingleLineInfilling/HumanEval/82/L2,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/82/L3,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/82/L4,both_pass,10,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/82/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/82/L6,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/83/L0,both_fail,11,9-12,False,False,4,4,base,base
SingleLineInfilling/HumanEval/83/L1,both_fail,17,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/84/L0,both_fail,17,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/85/L0,both_fail,32,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/86/L0,both_fail,21,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/87/L0,both_fail,35,25+,False,False,5,5,base,base
SingleLineInfilling/HumanEval/87/L1,both_fail,27,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/88/L0,both_fail,34,25+,False,False,3,3,base,base
SingleLineInfilling/HumanEval/89/L0,both_fail,15,13-16,False,False,5,5,base,base
SingleLineInfilling/HumanEval/89/L1,both_pass,5,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/89/L2,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/89/L3,both_pass,7,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/89/L4,both_fail,19,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/89/L5,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/89/L6,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/89/L7,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/9/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/9/L1,both_pass,5,<=8,True,True,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/9/L11,both_pass,4,<=8,True,True,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/9/L3,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/9/L4,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/9/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/9/L6,both_fail,4,<=8,False,False,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/9/L7,both_pass,12,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/9/L9,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/90/L0,both_fail,9,9-12,False,False,5,5,base,base
SingleLineInfilling/HumanEval/90/L1,both_fail,17,17-24,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/91/L0,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/91/L1,both_fail,17,17-24,False,False,7,7,base,base
SingleLineInfilling/HumanEval/91/L2,both_fail,20,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/92/L1,both_fail,17,17-24,False,False,4,4,base,base
SingleLineInfilling/HumanEval/92/L2,both_fail,23,17-24,False,False,9,9,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/92/L3,both_pass,4,<=8,True,True,16,16,strong_correction,strong_correction
SingleLineInfilling/HumanEval/92/L4,both_pass,4,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/92/L5,both_pass,4,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/93/L0,both_fail,11,9-12,False,False,8,8,base,base
SingleLineInfilling/HumanEval/93/L1,both_fail,24,17-24,False,False,6,6,base,base
SingleLineInfilling/HumanEval/93/L2,both_fail,9,9-12,False,False,7,7,base,base
SingleLineInfilling/HumanEval/93/L3,both_fail,24,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/94/L0,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/94/L1,both_pass,17,17-24,True,True,10,10,base,base
SingleLineInfilling/HumanEval/94/L10,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/94/L11,both_pass,5,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/94/L12,both_fail,16,13-16,False,False,8,8,base,base
SingleLineInfilling/HumanEval/94/L13,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/94/L2,both_pass,9,9-12,True,True,10,10,base,base
SingleLineInfilling/HumanEval/94/L3,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/94/L5,both_pass,4,<=8,True,True,5,5,base,base
SingleLineInfilling/HumanEval/94/L6,both_pass,7,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/94/L7,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/94/L8,both_pass,9,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/94/L9,both_fail,18,17-24,False,False,9,9,base,base
SingleLineInfilling/HumanEval/95/L0,both_pass,11,9-12,True,True,6,6,base,base
SingleLineInfilling/HumanEval/95/L1,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/95/L10,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L11,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L12,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L13,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L14,both_pass,4,<=8,True,True,11,11,base,base
SingleLineInfilling/HumanEval/95/L15,both_pass,3,<=8,True,True,10,10,base,base
SingleLineInfilling/HumanEval/95/L16,both_fail,29,25+,False,False,15,15,strong_correction,strong_correction
SingleLineInfilling/HumanEval/95/L17,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L18,both_pass,3,<=8,True,True,14,14,strong_correction,strong_correction
SingleLineInfilling/HumanEval/95/L19,both_fail,4,<=8,False,False,11,11,base,base
SingleLineInfilling/HumanEval/95/L2,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/95/L20,both_fail,3,<=8,False,False,10,10,base,base
SingleLineInfilling/HumanEval/95/L21,both_fail,15,13-16,False,False,5,5,base,base
SingleLineInfilling/HumanEval/95/L3,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L4,both_pass,8,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L6,both_pass,11,9-12,True,True,9,9,base,base
SingleLineInfilling/HumanEval/95/L7,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/95/L8,both_pass,3,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/95/L9,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/96/L0,both_fail,5,<=8,False,False,7,7,base,base
SingleLineInfilling/HumanEval/96/L1,both_fail,11,9-12,False,False,13,13,strong_correction,strong_correction
SingleLineInfilling/HumanEval/96/L2,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/96/L3,both_pass,11,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/96/L4,both_pass,10,9-12,True,True,12,12,base,base
SingleLineInfilling/HumanEval/96/L5,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/96/L6,both_pass,3,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/96/L7,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/96/L8,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/96/L9,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/97/L0,both_fail,18,17-24,False,False,3,3,base,base
SingleLineInfilling/HumanEval/98/L0,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/98/L1,both_pass,13,13-16,True,True,15,15,strong_correction,strong_correction
SingleLineInfilling/HumanEval/98/L2,both_fail,12,9-12,False,False,9,9,base,base
SingleLineInfilling/HumanEval/98/L3,both_pass,6,<=8,True,True,6,6,base,base
SingleLineInfilling/HumanEval/98/L4,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/99/L0,both_fail,8,<=8,False,False,6,6,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/99/L10,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/99/L11,both_pass,4,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/99/L12,both_pass,7,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/99/L13,both_pass,10,9-12,True,True,5,5,base,base
SingleLineInfilling/HumanEval/99/L14,both_pass,8,<=8,True,True,7,7,official_bounded_repair,official_bounded_repair
SingleLineInfilling/HumanEval/99/L15,both_pass,4,<=8,True,True,4,4,base,base
SingleLineInfilling/HumanEval/99/L16,both_pass,6,<=8,True,True,7,7,base,base
SingleLineInfilling/HumanEval/99/L18,both_pass,4,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/99/L2,both_fail,11,9-12,False,False,5,5,base,base
SingleLineInfilling/HumanEval/99/L3,both_pass,6,<=8,True,True,3,3,base,base
SingleLineInfilling/HumanEval/99/L4,both_pass,12,9-12,True,True,11,11,base,base
SingleLineInfilling/HumanEval/99/L5,both_pass,8,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/99/L7,both_pass,7,<=8,True,True,8,8,base,base
SingleLineInfilling/HumanEval/99/L8,both_fail,11,9-12,False,False,12,12,base,base
SingleLineInfilling/HumanEval/99/L9,both_pass,8,<=8,True,True,8,8,official_bounded_repair,official_bounded_repair
