action,action_equivalence_class,action_schema_version,actual_canvas,actual_forward_steps,code_sha256,compile_passed,decode_steps,early_commit_enabled,early_commit_triggered,effective_update_steps,error_message_short,error_type,experimental_seed,generated_text_sha256,inference_cost_sec,oracle_bucket,oracle_length,passed,primary_selected_length,seed,source_commit,split,stop_reason,target_length,task_group,task_id
EXPAND_48,SingleLineInfilling/HumanEval/59/L4|canvas=48,deployable_canvas_actions_v1,48,41,5771515ec90f1dbef84832ca1d719d57db436e421565ffe367b4ed76c5553cf0,True,64,True,True,31,,,0,bc8ee5ae1e4915aac8c583f30d9e7074aeeb80610b0107e8997d7c0bb15d0095,2.618226728052832,9-12,10,True,10,2081714960,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L4
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L4|canvas=10,deployable_canvas_actions_v1,10,43,7686300de41f63660bd1039689be88f32103434eabd1c57b84d0763ea5d7c275,True,64,True,True,8,,,0,a306aa7ca650e3a889bf7c580b0c8d3cfa01d5a81bfb415c508d8c95bbeee0f2,1.995235491078347,9-12,10,True,10,2081714960,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L4
EXPAND_16,SingleLineInfilling/HumanEval/59/L5|canvas=16,deployable_canvas_actions_v1,16,41,565d312be4e839282797b5a5042f6b9199b04252c61b090fde352775e2731e28,True,64,True,True,11,,,0,667222be35d54f1153518ca89d6a2ba496772271033cd87218c1219a49236ba8,2.0062620780663565,<=8,4,True,4,638069753,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/59,SingleLineInfilling/HumanEval/59/L5
EXPAND_24,SingleLineInfilling/HumanEval/59/L5|canvas=24,deployable_canvas_actions_v1,24,64,1084ef8677ce9a9dbb114c4cc701b475a57adbf29b52e11c4673d30242ccb12d,True,64,True,False,24,,,0,7bd005faea526f941a71e175724c2fc6353815ba8beb6121321fba12e3a4be90,3.4606862750370055,<=8,4,True,4,638069753,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/59,SingleLineInfilling/HumanEval/59/L5
EXPAND_32,SingleLineInfilling/HumanEval/59/L5|canvas=32,deployable_canvas_actions_v1,32,44,79c8e81bf962bddfbc16d5bf8b2ed5a3b39c559cda5a2efb77eddbfb4961bbaa,True,64,True,True,23,,,0,28d7801d7837f6858d08750aea7fd1ffe14db6971ff64337a64c3593e7837379,2.845650652074255,<=8,4,True,4,638069753,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/59,SingleLineInfilling/HumanEval/59/L5
EXPAND_48,SingleLineInfilling/HumanEval/59/L5|canvas=48,deployable_canvas_actions_v1,48,64,c3a1f59177f360cd214b98180980f2ce5ea4ced1d02d0b8396fd88f5ed139bb9,True,64,True,False,48,failed: name 'sqrt_k' is not defined,UnitTestFailure,0,cd52a6af37135dfa7ed1b410974d35362b91ae493cb41e175c76e6313a9fcd1a,4.107733302982524,<=8,4,False,4,638069753,77c005153c8d98a8c8e078121ab33652baad6aba,train,not_stopped,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L5
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L5|canvas=4,deployable_canvas_actions_v1,4,29,7686300de41f63660bd1039689be88f32103434eabd1c57b84d0763ea5d7c275,True,64,True,True,3,,,0,685adf3cf1eaec3216c19fdbab7ed60f8e39d3980c3494029f40d28fd53cc349,1.4273971259826794,<=8,4,True,4,638069753,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L5
EXPAND_16,SingleLineInfilling/HumanEval/59/L6|canvas=16,deployable_canvas_actions_v1,16,41,213dd17407202067331b4e2042142bf3656eeafbfca46ddf5621169a06e8ba56,True,64,True,True,11,,,0,36fa437037b1be0c046670aa54c9cfcd9cc87c7a7c34a36f246b0689b6013991,1.9309277110733092,<=8,4,True,6,1647890332,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/59,SingleLineInfilling/HumanEval/59/L6
EXPAND_24,SingleLineInfilling/HumanEval/59/L6|canvas=24,deployable_canvas_actions_v1,24,64,f01c583e4846d1abc524c776e1152a5c0a48cf1facbe2379c7189892d647c042,True,64,True,False,24,,,0,48e2d5fe082fca3583e315841cc891e0323ee86147ebb14a0c70963b7ddd06a7,3.4087202401133254,<=8,4,True,6,1647890332,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/59,SingleLineInfilling/HumanEval/59/L6
EXPAND_32,SingleLineInfilling/HumanEval/59/L6|canvas=32,deployable_canvas_actions_v1,32,41,bb1465f7d8cc298f1a80fe97fbdb3d5f9843620e28b0bc26467c1ca3a2bd48c7,True,64,True,True,21,,,0,36b8cb05c83799ec538ca8423bba722b15b162b6300fd9c18561c79867249195,2.6174822909524664,<=8,4,True,6,1647890332,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/59,SingleLineInfilling/HumanEval/59/L6
EXPAND_48,SingleLineInfilling/HumanEval/59/L6|canvas=48,deployable_canvas_actions_v1,48,50,1b33473e1e97e5dcaac6441919a33adefd2a188876f208963be285ea89df2760,True,64,True,True,38,,,0,5b87cdcb653ef6809b18822c0f025fbd108f2398da487151117fab88e1a4ed21,3.211949622957036,<=8,4,True,6,1647890332,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L6
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L6|canvas=6,deployable_canvas_actions_v1,6,29,46c5d977408b7f3858548fb5b3bec514829bbfe9eb07859c0972295806867f4c,True,64,True,True,4,,,0,68088c9bffcabaeb396c5569d38565d6f00be4253b6bf792db495f5f85701f68,1.4154404948931187,<=8,4,True,6,1647890332,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L6
EXPAND_16,SingleLineInfilling/HumanEval/59/L7|canvas=16,deployable_canvas_actions_v1,16,63,ee817dab3a85e61fc566b42333df6ae909dfdb9981fba1904b9b3687f239dcc6,True,64,True,False,16,,,0,2d58160ed6f40b656c897dd7ef722980b53c0297ba3225a4f4914e3fb2fbfd06,2.9802049590507522,<=8,6,True,7,98891174,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,16,HumanEval/59,SingleLineInfilling/HumanEval/59/L7
EXPAND_24,SingleLineInfilling/HumanEval/59/L7|canvas=24,deployable_canvas_actions_v1,24,64,3244d4081c064c84d44857ab3346849617a0a37108158a433252c1ccf55507d7,True,64,True,False,24,,,0,6bf5bd9e106e8b8f08c671391291c6095b94e48ca73375de16b4a1b669eb980f,3.450088200974278,<=8,6,True,7,98891174,77c005153c8d98a8c8e078121ab33652baad6aba,train,no_remaining_masks,24,HumanEval/59,SingleLineInfilling/HumanEval/59/L7
EXPAND_32,SingleLineInfilling/HumanEval/59/L7|canvas=32,deployable_canvas_actions_v1,32,41,52293b23171db2d92023317a0a567e972475fe002b48472fe1fa5c58eec2bba9,True,64,True,True,21,,,0,ba058b1c4e0198c963fbbe8e4bd9256efef5a39cd57a74a622811b0c5d4d401b,2.6380864930106327,<=8,6,True,7,98891174,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/59,SingleLineInfilling/HumanEval/59/L7
EXPAND_48,SingleLineInfilling/HumanEval/59/L7|canvas=48,deployable_canvas_actions_v1,48,42,c6c5c4fb6e646d5f8fb6e58d71bd1f5ace454b4585334efeebf4327290c69609,True,64,True,True,32,failed: ,UnitTestFailure,0,2b4dc1f519d53ce8e4c33d35b4612728d77afc22603f22ae22ea0669045cffea,2.752761777257547,<=8,6,False,7,98891174,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L7
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L7|canvas=7,deployable_canvas_actions_v1,7,29,f70e1eab69de833b4226d572ddd9df28ba7e5c1c5a58d617f0829f244f635cdc,True,64,True,True,4,,,0,7da79af20d801e3c3c31d7918ff7e960ef25c7c3e37c7f1bb7197dfd9f331c6e,1.3995315260253847,<=8,6,True,7,98891174,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L7
EXPAND_16,SingleLineInfilling/HumanEval/59/L8|canvas=16,deployable_canvas_actions_v1,16,41,265b90360dc272beefc4cedfc3a9a5623e25c2b1b6826026f11bb523a21bae4a,True,64,True,True,11,failed: 'int' object is not callable,UnitTestFailure,0,36311898fea8e724049fbc8c4261996d9be7ba3a92916f3afc08f89c31693c8b,1.9277702070539817,13-16,14,False,14,1020148073,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/59,SingleLineInfilling/HumanEval/59/L8
EXPAND_24,SingleLineInfilling/HumanEval/59/L8|canvas=24,deployable_canvas_actions_v1,24,62,5b7f3e0b122156bb1f8e4c687e19e5923545427270a1664d5a158f28cc961d7b,True,64,True,True,24,failed: name 'numpy' is not defined,UnitTestFailure,0,dbce3e7a9072a582a2ac910feb01566c519287d01866e07b59fa9ae6b19d3edb,2.8547427909215912,13-16,14,False,14,1020148073,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/59,SingleLineInfilling/HumanEval/59/L8
EXPAND_32,SingleLineInfilling/HumanEval/59/L8|canvas=32,deployable_canvas_actions_v1,32,41,d39010b782a045b622afdffbfc45562a9a8841cc40fb12e8826b816ed2d1ff49,True,64,True,True,21,failed: ,UnitTestFailure,0,cd2c41db642bc728ae8d370379c7f8b561b799eef768412145d2c56472ffdf98,2.2759544770233333,13-16,14,False,14,1020148073,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/59,SingleLineInfilling/HumanEval/59/L8
EXPAND_48,SingleLineInfilling/HumanEval/59/L8|canvas=48,deployable_canvas_actions_v1,48,41,24353a8ba3934c66bfd383dafb7cbc46c391ac98a7193a511e2281c130fd9408,True,64,True,True,31,failed: ,UnitTestFailure,0,9ad7d6183ff6ba5d2420383fffec6c3a6994e6ef2bdaa34c2b3ec96a66452049,2.698599442956038,13-16,14,False,14,1020148073,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L8
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L8|canvas=14,deployable_canvas_actions_v1,14,41,7686300de41f63660bd1039689be88f32103434eabd1c57b84d0763ea5d7c275,True,64,True,True,10,,,0,add3ca40727ea991a427a0ac77847011633d78928434c45669a5f3c869b55265,1.8765086769126356,13-16,14,True,14,1020148073,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L8
EXPAND_16,SingleLineInfilling/HumanEval/59/L9|canvas=16,deployable_canvas_actions_v1,16,44,c38e637a20cd0a76c775669fc8c71489598324c63f3a7532b9ddc946750d78e0,True,64,True,True,12,failed: ,UnitTestFailure,0,63c754830235e69fd9855a4266330994f1c490d35315aa08a713a38136980fe9,2.069046110031195,13-16,14,False,14,1937392538,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,16,HumanEval/59,SingleLineInfilling/HumanEval/59/L9
EXPAND_24,SingleLineInfilling/HumanEval/59/L9|canvas=24,deployable_canvas_actions_v1,24,41,0dfb96a9e1982c84d37aa4ff54ffdf6786b9c35545f255061ab921f938d8b3a4,True,64,True,True,16,failed: ,UnitTestFailure,0,1580b076e866c64d8c1e6ea57f1a7634261bbb463e6fd057aa43fe51a23f27f2,1.9926056179683656,13-16,14,False,14,1937392538,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,24,HumanEval/59,SingleLineInfilling/HumanEval/59/L9
EXPAND_32,SingleLineInfilling/HumanEval/59/L9|canvas=32,deployable_canvas_actions_v1,32,43,4ce05de3ef1d9810ebcc659826306f50d20e3db25b26aabaf80d7c8014dab60c,True,64,True,True,22,failed: name 'j_prime_factor' is not defined,UnitTestFailure,0,fe6cda02835ad15f1ba9ff401c58c04b16e68332b97134e35ca9bdea0274f9db,2.369930572924204,13-16,14,False,14,1937392538,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,32,HumanEval/59,SingleLineInfilling/HumanEval/59/L9
EXPAND_48,SingleLineInfilling/HumanEval/59/L9|canvas=48,deployable_canvas_actions_v1,48,42,c5060af853dfdc8ee687f3d11953a17bf150fb4ab4b2a346561dbbd9abf0e7d2,True,64,True,True,32,failed: ,UnitTestFailure,0,9385f84124df5c7910285fb54d8abf4a40d8afabb5bbbeeb76231cf4aaec3f97,2.75380966195371,13-16,14,False,14,1937392538,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,48,HumanEval/59,SingleLineInfilling/HumanEval/59/L9
KEEP_PRIMARY,SingleLineInfilling/HumanEval/59/L9|canvas=14,deployable_canvas_actions_v1,14,41,7686300de41f63660bd1039689be88f32103434eabd1c57b84d0763ea5d7c275,True,64,True,True,10,,,0,318a4a7e267ade436d8afa8593cdd1aff97440816606279ca9f11d8d662bcea7,1.9693664230871946,13-16,14,True,14,1937392538,77c005153c8d98a8c8e078121ab33652baad6aba,train,global_gap_early_commit,,HumanEval/59,SingleLineInfilling/HumanEval/59/L9
EXPAND_16,SingleLineInfilling/HumanEval/6/L0|canvas=16,deployable_canvas_actions_v1,16,52,5304ede05b6b5d3d8ba7db9939c0e8873e33e84a708a1ca164a07b80173f56c0,True,64,True,True,14,,,0,33e9d3690bd577082bd85608a664628d5bfa9efef44f938bc4378d5763f0d027,3.41315750987269,9-12,9,True,14,549187945,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L0
EXPAND_24,SingleLineInfilling/HumanEval/6/L0|canvas=24,deployable_canvas_actions_v1,24,51,ad45d3e78e2c101174e57ac53cbdefbc6f3e64f1359cc9f2ad287b0a06c70ca2,True,64,True,True,20,,,0,d0a42163c102591daa282a35378deca625f7c7f018ac7bc36a100a98a79e8a8a,3.3371152840554714,9-12,9,True,14,549187945,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L0
EXPAND_32,SingleLineInfilling/HumanEval/6/L0|canvas=32,deployable_canvas_actions_v1,32,64,57831004e0d48f8113bce20d42b08f829f29089f476413b86e1cb9b18acd1271,True,64,True,False,32,,,0,30ff56690fa16371d2306d8464eaca5ca412d48557922db745cdbc6d72cd1959,4.179886264144443,9-12,9,True,14,549187945,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L0
EXPAND_48,SingleLineInfilling/HumanEval/6/L0|canvas=48,deployable_canvas_actions_v1,48,61,e2efba25f2f359a93d9824e78b4ed047cd4899438f1f824e458c2ee756d5134d,True,64,True,True,46,,,0,2165c5fbbe44d6c608c740ba24f40ee9a39f38a322d9cc96049c6bf3550ed7d7,4.1469331758562475,9-12,9,True,14,549187945,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,48,HumanEval/6,SingleLineInfilling/HumanEval/6/L0
KEEP_PRIMARY,SingleLineInfilling/HumanEval/6/L0|canvas=14,deployable_canvas_actions_v1,14,41,319c8a62111ca391bebae23d9e5d3051f6bab5b555d9e99430c8331f3eb39144,True,64,True,True,10,,,0,68a52aa0c1ea336d72c7b71db5ce55e5c827c4d934534c5a0db53ffa6696353d,2.6947853460442275,9-12,9,True,14,549187945,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,,HumanEval/6,SingleLineInfilling/HumanEval/6/L0
EXPAND_16,SingleLineInfilling/HumanEval/6/L1|canvas=16,deployable_canvas_actions_v1,16,55,c236886aa59fd59c77e01b4580bc75d9322a07dc546647c4568a0876a1aa8c72,True,64,True,True,15,failed: ,UnitTestFailure,0,718952dd25af41b5230ee4ea012b9fea295d204bdda61a411d6bade941301cc1,3.622792749083601,<=8,6,False,6,1674012229,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L1
EXPAND_24,SingleLineInfilling/HumanEval/6/L1|canvas=24,deployable_canvas_actions_v1,24,51,a98606adc7384f318260cc680af050bcfb80e9354d5c3b17ce6f92c4b3e66df2,True,64,True,True,20,failed: ,UnitTestFailure,0,4287b8ca822f53106aed002de2cc7da40486477f4c4987c487fbe0af4abbdc2d,3.3838330791331828,<=8,6,False,6,1674012229,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L1
EXPAND_32,SingleLineInfilling/HumanEval/6/L1|canvas=32,deployable_canvas_actions_v1,32,64,3687520d3103e46be8244f9288210603500dc40c10f7a81f900da58e425ca14b,True,64,True,False,32,,,0,5f5cb67df93e3e8040d7d344a23947766c7b9696712c83a2f37ec2c63a959642,4.231164074153639,<=8,6,True,6,1674012229,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L1
EXPAND_48,SingleLineInfilling/HumanEval/6/L1|canvas=48,deployable_canvas_actions_v1,48,62,cb6c6a28f0bb5ff1f3cf9dfdb9e3e468b26c34ed072b99c25db22db30e1e43ad,True,64,True,True,47,,,0,b00cbc59733bdfff53e5d6c03c67e93be2adafdeffe37811396b8f1d001fdb24,4.2602163448464125,<=8,6,True,6,1674012229,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,48,HumanEval/6,SingleLineInfilling/HumanEval/6/L1
KEEP_PRIMARY,SingleLineInfilling/HumanEval/6/L1|canvas=6,deployable_canvas_actions_v1,6,29,7a31b613f4456342f4ff112e741826f0ccb23cff4b09b87c6d93a366488afeb9,True,64,True,True,4,,,0,5eb2f931c22da7cc41024f550a208e0a3245581e4d757e9d67b2df797bfdb2f0,1.9188910690136254,<=8,6,True,6,1674012229,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,,HumanEval/6,SingleLineInfilling/HumanEval/6/L1
EXPAND_16,SingleLineInfilling/HumanEval/6/L10|canvas=16,deployable_canvas_actions_v1,16,63,20be42ef2211ebea0dd658d22088dd840e4b2e8a68678eaba1400861b2553ed0,True,64,True,False,16,,,0,66f3c0e4528c05a98c799d1aa90a592da07a05b55271ddaa3a6cd1a0b338acec,4.026801932952367,<=8,5,True,5,1242056673,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L10
EXPAND_24,SingleLineInfilling/HumanEval/6/L10|canvas=24,deployable_canvas_actions_v1,24,64,c64b53cf0a051fed76c9a4451aced246a666ef61beb81baf392a64cab970734f,True,64,True,False,24,,,0,c183fa7f8831a591a1ce7ddddcfaecf0e3f9ce2367cca5a7048084f1a6467be0,4.146152670029551,<=8,5,True,5,1242056673,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L10
EXPAND_32,SingleLineInfilling/HumanEval/6/L10|canvas=32,deployable_canvas_actions_v1,32,41,1b23dfaa8094a61a34119578612b23ab55352ebea0662a9d100d267ae347a105,True,64,True,True,21,,,0,4e10a8ec607d712e4b3f5d5366b52eaeee4ae3ac418e5797b4d37e3a0b395d43,2.7972629900323227,<=8,5,True,5,1242056673,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L10
EXPAND_48,SingleLineInfilling/HumanEval/6/L10|canvas=48,deployable_canvas_actions_v1,48,64,21a4f4091f879b844b259a89d35391c8365d3de272c5d01a36694319789268e4,True,64,True,False,48,,,0,d7286a8b671256554a77a83d0c34d681f9a68984ca2528cc63dbc77cce1a6948,4.342171114869416,<=8,5,True,5,1242056673,77c005153c8d98a8c8e078121ab33652baad6aba,validation,not_stopped,48,HumanEval/6,SingleLineInfilling/HumanEval/6/L10
KEEP_PRIMARY,SingleLineInfilling/HumanEval/6/L10|canvas=5,deployable_canvas_actions_v1,5,29,7a31b613f4456342f4ff112e741826f0ccb23cff4b09b87c6d93a366488afeb9,True,64,True,True,3,,,0,ee32cac0a257247d396e7f72d44c5b44d2b13dce14e78355bfd020ebc26fbab7,1.8849633118370548,<=8,5,True,5,1242056673,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,,HumanEval/6,SingleLineInfilling/HumanEval/6/L10
EXPAND_16,SingleLineInfilling/HumanEval/6/L12|canvas=16,deployable_canvas_actions_v1,16,63,04b2ff88ab8f1c6db5f13229ac660bf5cef039a46ad2bd484d92501022f47136,True,64,True,False,16,failed: ,UnitTestFailure,0,a1fabf3d328aeb779539a0eafd0fb62610ed422ad7c9cf3b02529b6d1c6cfc58,4.049946174956858,17-24,21,False,3,2055332106,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L12
EXPAND_24,SingleLineInfilling/HumanEval/6/L12|canvas=24,deployable_canvas_actions_v1,24,62,885e09b5b9ad1ff719b42a7e608e8bca8cdc50c31feeedca42c442d6c1f4b7aa,True,64,True,True,24,failed: ,UnitTestFailure,0,6582358768a532b35a4002c060291493ea5042b3445e6f0105e372403a661496,3.992063106968999,17-24,21,False,3,2055332106,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L12
EXPAND_32,SingleLineInfilling/HumanEval/6/L12|canvas=32,deployable_canvas_actions_v1,32,60,7defef9065ed34b44304dbf3a273b5ea0eea6e4404602558a40f2b5e0a9e0f8c,False,64,True,True,31,"invalid syntax (<unknown>, line 31)",SyntaxError,0,80ada23c1b2751eca7def73b283ce4d22adbeb3959c3ce60b614de436a3fc36d,3.7713215179974213,17-24,21,False,3,2055332106,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L12
EXPAND_48,SingleLineInfilling/HumanEval/6/L12|canvas=48,deployable_canvas_actions_v1,48,53,5a02f34e4b3664918010d6d589269666e80c7789203062423a4cff557595106b,False,64,True,True,40,"expected ':' (<unknown>, line 31)",SyntaxError,0,6d7f38ba5925d5caff52b1511dc96d7a99674fe3ad2c70988b25dea6fea6a6b9,3.423618024913594,17-24,21,False,3,2055332106,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,48,HumanEval/6,SingleLineInfilling/HumanEval/6/L12
KEEP_PRIMARY,SingleLineInfilling/HumanEval/6/L12|canvas=3,deployable_canvas_actions_v1,3,55,4189ca56cdabf551b82e627c6fa45fc4f2157d33c9ac65b0c1a79a98778d6bc0,False,64,True,False,3,"invalid syntax (<unknown>, line 24)",SyntaxError,0,cc0e41f32b21606bed32aca9ec81fa6a472ee89b35412d2d30d0f6304b942afe,3.3803060200298205,17-24,21,False,3,2055332106,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,,HumanEval/6,SingleLineInfilling/HumanEval/6/L12
EXPAND_16,SingleLineInfilling/HumanEval/6/L2|canvas=16,deployable_canvas_actions_v1,16,63,15a45cbeffe1b063f49f786b6520d7937a9e024223000ac7ef55b2c899f2fa3f,True,64,True,False,16,,,0,5244e4f04561e141fa0b25f630047dc5c9747932ef5f2a827095514a929f70be,4.095306442002766,<=8,7,True,8,1970783769,77c005153c8d98a8c8e078121ab33652baad6aba,validation,no_remaining_masks,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L2
EXPAND_24,SingleLineInfilling/HumanEval/6/L2|canvas=24,deployable_canvas_actions_v1,24,41,9a1fa02a0d3d560dc66c676fa47bd2d7c8631cbac7165e2903e4d91144327c7e,True,64,True,True,16,,,0,9d41dfd504f0e20bea0098d3bc481153f81838462fa6e1171255cd917e606f50,2.697110727080144,<=8,7,True,8,1970783769,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L2
EXPAND_32,SingleLineInfilling/HumanEval/6/L2|canvas=32,deployable_canvas_actions_v1,32,63,86eaeeaa00f4948744a7c3368c68add166ddc1b38e02cce8ce38ab5cb6f25e07,True,64,True,True,32,,,0,99c3f24ce8a0709979817fa0f4d150ab6df90c6dc024f00bd456ffe72e6329bc,4.153736922075041,<=8,7,True,8,1970783769,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L2
EXPAND_48,SingleLineInfilling/HumanEval/6/L2|canvas=48,deployable_canvas_actions_v1,48,62,0645a8d19bd46e3800ea46de0dde24543794cd9038eeb3122c5dd0f8e5a56977,True,64,True,True,47,,,0,84a3507644cf344e4f010a7b363e3e6804f6093d54af34042ec705b98ed59c66,4.194260195014067,<=8,7,True,8,1970783769,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,48,HumanEval/6,SingleLineInfilling/HumanEval/6/L2
KEEP_PRIMARY,SingleLineInfilling/HumanEval/6/L2|canvas=8,deployable_canvas_actions_v1,8,29,1e3154a33a3ac4e2f798f6c2df3941d1408955e6704d27a643059d5d99cf1d0f,True,64,True,True,5,,,0,2953299dbd850e05dd93c5b43e147f90da8d741530caf8b8f6710f83ae717e9d,1.8987019499763846,<=8,7,True,8,1970783769,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,,HumanEval/6,SingleLineInfilling/HumanEval/6/L2
EXPAND_16,SingleLineInfilling/HumanEval/6/L3|canvas=16,deployable_canvas_actions_v1,16,44,44484f224d8a0dc84edf13275c3f5ad032cb759d095ef92dd67334bfe2e3c246,True,64,True,True,12,,,0,12b0353b6030aefa1ff81092042a437d60cd6c981fc5a8e17cd206cdd77f3e07,2.8938021728536114,<=8,7,True,7,2073137567,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,16,HumanEval/6,SingleLineInfilling/HumanEval/6/L3
EXPAND_24,SingleLineInfilling/HumanEval/6/L3|canvas=24,deployable_canvas_actions_v1,24,51,99193bfc276807fc5238bd001328129b45aa20be60f4a221ff0e381ec4345fda,True,64,True,True,20,failed: ,UnitTestFailure,0,5ddc42a0523eadf06dbbe00826895e67c0f95450b93cf41a986e6314de3a3198,3.406203320948407,<=8,7,False,7,2073137567,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,24,HumanEval/6,SingleLineInfilling/HumanEval/6/L3
EXPAND_32,SingleLineInfilling/HumanEval/6/L3|canvas=32,deployable_canvas_actions_v1,32,44,0ae665e5139dd99c7b81fe0f345b508a6e612290347509552932ece479c5c3b8,True,64,True,True,23,,,0,a12d06b010dddc8229f59c28e0a200a930107d778994e9149bf2c5f4a816c9a8,2.9955842391354963,<=8,7,True,7,2073137567,77c005153c8d98a8c8e078121ab33652baad6aba,validation,global_gap_early_commit,32,HumanEval/6,SingleLineInfilling/HumanEval/6/L3
